Step,Time,Uncertainty
1,224.9824070930481,0.04595956757090215
2,117.22605490684509,0.04555587963968962
3,144.66718792915344,0.04524213279530003
4,123.05425000190735,0.04495519839117399
5,106.55581283569336,0.04472438156666121
6,59.4763720035553,0.04445798023766152
7,85.46599674224854,0.04414680998208368
8,68.56915974617004,0.043849357376645456
9,100.70376515388489,0.04360948486710702
10,76.6095609664917,0.04337603815662058
11,67.90492582321167,0.04310959092049132
12,67.97852611541748,0.04287177057970803
13,72.96133399009705,0.04274850294435599
14,68.51901602745056,0.042514592625905
15,82.35584592819214,0.04220891664124087
16,66.6278829574585,0.041963422900910805
17,92.75513410568237,0.04174269918539454
18,51.76567506790161,0.0415850989735173
19,81.01094603538513,0.04121253717272914
20,93.17517495155334,0.040941418680926295
21,85.09424090385437,0.04074410568175056
22,52.58127021789551,0.040522103431927484
23,67.24795961380005,0.04027947737266279
24,100.04806804656982,0.040049056957715504
25,63.9875922203064,0.039817519669330094
26,75.41228103637695,0.039619204794351916
27,47.48772215843201,0.03946589858901856
28,75.84233498573303,0.039266336792762285
29,48.86169099807739,0.03918464779810807
30,66.4966971874237,0.03906134771252202
31,66.59423089027405,0.03882966120408775
32,67.9882640838623,0.03871076376217321
