Step,Time,Uncertainty
1,34.83913588523865,0.008224106459743655
2,52.672394037246704,0.007724464129936164
3,50.937833070755005,0.007586652305211792
4,32.33465003967285,0.007462608285706895
5,34.21259379386902,0.007249907078332774
6,46.34866404533386,0.007155535760447597
7,55.67078399658203,0.007055543863848361
8,40.6244170665741,0.006988729778322869
9,70.25201678276062,0.006885332322555191
10,23.606897115707397,0.006739857214885513
11,35.012781858444214,0.006661260124359365
12,43.95898199081421,0.006564331435135531
13,36.26280498504639,0.006460704225201341
14,50.1591272354126,0.006357563176803798
15,54.30330514907837,0.006294240856703266
16,48.75271511077881,0.006203413216525232
17,38.42975687980652,0.006106871905215886
18,49.666203022003174,0.006008137747784819
19,60.02484393119812,0.005839881069711938
20,48.15131902694702,0.0057781477316418755
21,74.51079773902893,0.005664085371582066
22,75.6591489315033,0.005503214921453424
23,52.148723125457764,0.005437921502410577
24,49.956881046295166,0.005384538686991034
25,60.681965827941895,0.00534651056601206
26,28.487282037734985,0.005187525158714492
27,42.21525502204895,0.0051429991794016945
28,58.623618841171265,0.005067378429869777
29,75.00796008110046,0.005024745138125169
30,46.82531690597534,0.004900167075678337
31,39.343210220336914,0.0048478229663414234
32,45.42277002334595,0.0047917364621234285
