Step,Time,Uncertainty
1,670.4805030822754,0.09145636054072181
2,279.4256250858307,0.09063570402601746
3,140.25832104682922,0.09004537177703939
4,139.69631791114807,0.0891031023319023
5,135.03392386436462,0.08855660382246852
6,217.56168484687805,0.08810082425098356
7,230.69262599945068,0.08776016226374078
8,195.1290180683136,0.08700557717192697
9,158.976331949234,0.08621731702474034
10,110.20563292503357,0.08570453676010034
11,168.74479007720947,0.08514055975138958
12,155.49674129486084,0.08444402979565087
13,144.01819920539856,0.08385705139077096
14,157.64486289024353,0.08339646136833975
15,140.49367213249207,0.08264136347726488
16,133.39672088623047,0.08199367362945509
17,146.13859724998474,0.08144081203453747
18,160.3382260799408,0.08097991869323701
19,81.97561717033386,0.08043477801671448
20,109.16727495193481,0.07987423502496561
21,134.15786290168762,0.07928849182308877
22,167.34131717681885,0.07862654825126432
23,167.72595810890198,0.07808059532926107
24,135.7864966392517,0.07755106847784271
25,109.18569922447205,0.07714857415797403
26,172.31400299072266,0.07666150336921353
27,133.93963384628296,0.07628705217280482
28,135.3340768814087,0.07593237474657404
29,177.06829690933228,0.07547355757880266
30,97.80741095542908,0.07513906885292841
31,111.59993600845337,0.07461178158109402
32,165.2901427745819,0.07417167382031009
33,140.57631587982178,0.07384665650682809
34,151.91152620315552,0.07339113605239905
35,184.4225332736969,0.07284633092576938
36,180.0702419281006,0.07255980576134263
37,120.15378093719482,0.07211380621475104
38,134.42467522621155,0.07166933288315129
39,179.4840271472931,0.07135865781973966
40,114.02791810035706,0.07112269776570772
41,132.0238127708435,0.07073407735407264
42,185.55396604537964,0.0702384811614931
43,207.80730390548706,0.06974839117825923
44,180.7313368320465,0.06942681342229316
45,136.47753405570984,0.06912077743057929
46,218.13899278640747,0.06875129345048889
47,111.21732783317566,0.0683620351711036
48,149.32585906982422,0.06802480357394264
49,119.07440304756165,0.06774586729637341
50,105.13548016548157,0.06729366833359408
51,144.7302279472351,0.06696659640065644
52,134.62531900405884,0.06665921289900728
53,214.2265429496765,0.06630754795117086
54,199.2208571434021,0.06594060953919033
55,198.26085710525513,0.06569852563101689
56,205.05949807167053,0.06542534545166108
57,218.7561321258545,0.06512976396726415
58,179.85686016082764,0.06492778690528779
59,164.95572876930237,0.06479196727271294
60,135.11328887939453,0.06441897693628351
61,204.91151404380798,0.06396414257151864
62,150.47612977027893,0.06369772703518639
63,194.96978998184204,0.06330600952779958
64,210.0622320175171,0.06303715086327612
65,207.5495150089264,0.06262790948294882
66,221.22339296340942,0.06246452288287271
67,214.3274540901184,0.062318960055846875
68,236.99831008911133,0.06202982802494534
69,143.39889788627625,0.06179209305456618
70,240.97578191757202,0.06149858792817331
71,186.91667008399963,0.061223102402864264
72,198.0537769794464,0.060902057707442156
73,198.22968316078186,0.06074209653826896
74,252.9365210533142,0.06058088374586186
75,215.54514694213867,0.06036494249061281
76,211.51643705368042,0.05998665343434293
77,123.50542092323303,0.05976719740309284
78,183.48672485351562,0.05969517092402853
79,171.8464708328247,0.059474869270986684
80,236.44872426986694,0.05934556277603658
81,180.43483304977417,0.059070981982891936
82,188.72447204589844,0.058864801872378754
83,194.70619010925293,0.05873792249312412
84,208.28618693351746,0.05846935163510469
85,213.73599100112915,0.05823325275115483
86,237.70249700546265,0.05807099515591226
87,199.49375200271606,0.057943066476101125
88,211.30674409866333,0.057689286886839324
89,212.6643991470337,0.05754097038818572
90,229.30568194389343,0.057341964579880556
91,247.76068115234375,0.05710635740026391
92,198.72867822647095,0.056981395380626965
93,227.31986212730408,0.05674458725420932
94,247.21927785873413,0.05657920884246365
95,194.6168692111969,0.05640585943328522
96,248.87929511070251,0.05628688338097804
97,186.51860904693604,0.056162067919962234
98,194.79175090789795,0.055921591431087866
99,219.2771189212799,0.055747811965828044
100,232.2690019607544,0.05554299170313475
101,228.0629050731659,0.05540476926297167
102,152.25865721702576,0.055159427265822784
103,212.68177604675293,0.05493595269990149
104,199.38298797607422,0.05470821784710643
105,155.09484004974365,0.05454629758786708
106,195.75766921043396,0.05432807038627164
107,236.3338921070099,0.05420652916978002
108,248.66680884361267,0.054103324327921955
109,259.1200020313263,0.05388698385717489
110,239.59318590164185,0.05362887567349296
111,255.28726983070374,0.05345779163856663
112,271.0550022125244,0.05334550942045598
113,216.37886428833008,0.053137184470889325
114,281.19628286361694,0.05299028759189154
115,255.1757550239563,0.05283040680878981
116,250.25746393203735,0.05264861546946636
117,233.84818482398987,0.05246377726454807
118,257.3503861427307,0.052263904249859716
119,237.83216881752014,0.05209715004638768
120,266.31718397140503,0.051902197299865414
121,256.86391615867615,0.05178467020103613
122,216.00549817085266,0.05161569627420391
123,182.16288089752197,0.05149811774569223
124,239.47313284873962,0.051241881779873565
125,251.4864468574524,0.051059567949421784
126,372.1293020248413,0.05093716229268366
127,261.8989911079407,0.05081808494143871
128,268.9601011276245,0.050695451721564824
129,312.2815406322479,0.05056427090701979
130,288.5155382156372,0.050510702675628745
131,317.66514706611633,0.05032405981164793
132,270.3013880252838,0.05024914021981693
133,267.8683750629425,0.050094738601273205
134,317.5119659900665,0.049951229807975915
