Step,Time,Uncertainty
1,2656.3228528499603,0.07860567623931436
2,599.6585137844086,0.07620334734360923
3,714.377875328064,0.07348929921805128
4,596.5894560813904,0.07144674761790652
5,215.29561400413513,0.06904563295118837
6,743.0887720584869,0.06715123073372112
7,590.1790039539337,0.06551077762502859
8,601.2313742637634,0.06401622505380401
9,547.8013980388641,0.062442944752377876
10,266.76247668266296,0.06109237389124399
11,467.39505219459534,0.05968742219609186
12,308.56292700767517,0.05872988827472832
13,238.94427180290222,0.05785198720444505
14,508.66395473480225,0.05708767958277763
15,431.081022977829,0.05622927271200114
16,481.52709197998047,0.05562415519860688
17,401.92289185523987,0.055118586364820046
18,627.3884789943695,0.054678868260242784
19,381.50913882255554,0.054226152945717254
20,333.56324195861816,0.05381347593942753
21,472.5651979446411,0.053513059560020546
22,297.16061091423035,0.05324905048221827
23,351.55819487571716,0.052899853934265495
24,329.5153410434723,0.052578288099786874
25,327.4882779121399,0.05230637538337494
26,591.7830610275269,0.05196273082417431
27,591.1738939285278,0.051633927866128006
28,452.52218222618103,0.05135522023604002
29,591.1984159946442,0.05102134465794757
30,717.4872100353241,0.05070798446251559
31,579.8449509143829,0.050425894071587624
