Step,Time,Uncertainty
1,12.994670152664185,0.2086784010653371
2,11.794320106506348,0.18333680780535222
3,13.740535020828247,0.15608905899475337
4,12.742358922958374,0.13590176171079704
5,11.983362913131714,0.11859467451533201
6,12.059514999389648,0.10249679452520576
7,12.170400142669678,0.09179862654357535
8,12.13165283203125,0.08130645087069019
9,12.190179109573364,0.07066757933842217
10,12.703259229660034,0.0666624606813056
11,12.558289289474487,0.06381157006933447
12,13.501176118850708,0.061095017455828564
13,13.509934186935425,0.05851984769176292
14,12.611362934112549,0.05598997919200267
15,13.920408010482788,0.05329386270698415
16,12.710354328155518,0.05064979730494236
17,16.978897094726562,0.048030957091202996
18,12.66599988937378,0.045787635038155826
19,14.12261700630188,0.04355938801573694
20,14.529805183410645,0.041623532402427194
21,15.195385694503784,0.039668093902213944
22,14.627852201461792,0.0380185087399443
23,13.462453842163086,0.036624197191065085
24,13.472139835357666,0.035528788194054674
25,13.514018058776855,0.03430871857288016
26,15.465833902359009,0.03308416760803051
27,14.956292152404785,0.03204219806225259
28,13.099142789840698,0.03102992125755947
29,14.657291173934937,0.030064597654770205
30,13.54128885269165,0.02914725344867459
31,13.734056949615479,0.02824735745715394
