Step,Time,Uncertainty
1,22.809559106826782,0.150201896217149
2,70.64007306098938,0.13815333584640194
3,23.141239166259766,0.12568176676581147
4,21.853209018707275,0.11476831831607698
5,26.026191234588623,0.10631842206096528
6,37.927300214767456,0.09783669037972839
7,21.412830114364624,0.08996560729126907
8,33.23979902267456,0.0827148690794546
9,35.14682698249817,0.07581562252250189
10,16.737520217895508,0.07357893564537132
11,19.256688833236694,0.07121988269127306
12,24.287585020065308,0.06897233576941575
13,26.804617881774902,0.06697423456606753
14,20.686898946762085,0.06477140156400087
15,29.543986320495605,0.06237086781225831
16,25.43203592300415,0.05998893637159743
17,24.1972496509552,0.05772739431171908
18,19.99737286567688,0.0561293136656357
19,22.236303091049194,0.05472143673229425
20,15.338749885559082,0.05337516943294795
21,22.721338748931885,0.05198998269675495
22,29.511761903762817,0.05060711209315669
23,21.03028392791748,0.04923681631940044
24,20.093807697296143,0.0480131954314088
25,24.15002703666687,0.04675256577369656
26,21.51739811897278,0.04580079478900626
27,24.858477115631104,0.04498796156312533
28,26.08038020133972,0.044136624690016314
29,18.777973651885986,0.04324089254477093
30,28.72415781021118,0.04234592340425552
31,19.31207799911499,0.04152056957841162
